"","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","clusters$cluster"
"3651","Male","No",40,"Yes","Artist",1,"Low",1,5
"3652","Male","No",19,"No","Healthcare",1,"Low",4,6
"3653","Female","Yes",66,"No","Engineer",0,"High",5,1
"3655","Female","No",30,"No","Entertainment",6,"Low",1,5
"3656","Male","Yes",26,"No","Homemaker",9,"Average",2,1
"3657","Female","No",33,"Yes","Healthcare",1,"Low",3,6
"3658","Female","No",25,"Yes","Entertainment",5,"Low",1,5
"3659","Female","Yes",27,"No","Engineer",9,"Low",2,1
"3660","Male","Yes",42,"No","Entertainment",1,"Low",4,5
"3661","Male","No",35,"Yes","Artist",2,"Low",2,5
"3662","Female","No",29,"No","Healthcare",0,"Low",3,6
"3664","Male","Yes",72,"No","Engineer",0,"High",4,1
"3665","Female","No",21,"No","Engineer",1,"Low",6,1
"3666","Male","Yes",50,"Yes","Artist",0,"Low",2,5
"3667","Male","Yes",49,"Yes","Executive",1,"Low",2,2
"3668","Female","Yes",33,"No","Artist",6,"Average",2,3
"3669","Female","Yes",52,"Yes","Artist",7,"Average",4,3
"3670","Female","Yes",89,"Yes","Lawyer",2,"Low",1,4
"3671","Male","Yes",46,"No","Executive",6,"High",6,2
"3673","Male","Yes",50,"Yes","Artist",1,"Average",4,3
"3674","Female","No",30,"Yes","Entertainment",0,"Low",2,5
"3675","Male","No",22,"No","Healthcare",2,"Low",2,6
"3676","Male","Yes",58,"Yes","Artist",8,"Average",3,3
"3677","Female","Yes",32,"Yes","Doctor",0,"Average",2,3
"3678","Male","No",29,"No","Entertainment",8,"Low",4,5
"3679","Male","No",32,"Yes","Artist",1,"Low",1,5
"3680","Male","Yes",53,"Yes","Artist",3,"Average",4,3
"3681","Male","Yes",27,"Yes","Healthcare",2,"High",3,6
"3682","Female","Yes",68,"Yes","Lawyer",2,"High",2,4
"3684","Male","No",39,"Yes","Doctor",1,"Low",1,5
"3685","Male","No",20,"No","Healthcare",6,"Low",3,6
"3687","Male","Yes",38,"Yes","Executive",6,"High",3,2
"3688","Female","No",26,"Yes","Marketing",0,"Low",2,5
"3689","Female","No",31,"Yes","Engineer",1,"Low",4,1
"3690","Male","No",22,"No","Healthcare",6,"Low",4,6
"3693","Female","No",26,"No","Homemaker",8,"Low",2,1
"3694","Male","No",51,"Yes","Artist",6,"Low",1,5
"3695","Female","No",35,"Yes","Artist",12,"Low",3,5
"3696","Male","Yes",36,"Yes","Artist",9,"Average",2,3
"3697","Female","Yes",46,"Yes","Doctor",9,"High",3,5
"3699","Male","Yes",53,"No","Entertainment",10,"Average",3,3
"3700","Female","No",18,"No","Healthcare",1,"Low",3,6
"3701","Male","No",26,"No","Engineer",0,"Low",4,1
"3702","Female","Yes",32,"Yes","Healthcare",8,"High",2,6
"3703","Male","Yes",69,"No","Doctor",0,"Average",3,3
"3704","Male","Yes",60,"Yes","Artist",3,"Average",2,3
"3705","Male","Yes",60,"No","Engineer",0,"Average",2,1
"3707","Male","Yes",26,"Yes","Artist",0,"Average",2,3
"3708","Male","No",48,"Yes","Artist",1,"Low",1,5
"3709","Male","Yes",51,"Yes","Doctor",1,"Average",4,3
"3710","Male","Yes",72,"No","Executive",1,"High",4,2
"3711","Female","No",43,"Yes","Artist",1,"Low",2,5
"3712","Male","No",35,"Yes","Artist",0,"Low",1,5
"3713","Male","No",29,"No","Entertainment",5,"Low",1,5
"3714","Male","No",19,"No","Healthcare",8,"Low",6,6
"3715","Female","No",27,"Yes","Healthcare",0,"Low",8,6
"3716","Female","No",40,"Yes","Engineer",1,"Low",5,1
"3717","Female","Yes",52,"Yes","Artist",1,"Low",3,5
"3718","Male","No",23,"No","Healthcare",0,"Low",4,6
"3720","Female","Yes",35,"Yes","Executive",0,"Low",2,2
"3721","Male","Yes",25,"No","Entertainment",1,"Average",2,3
"3722","Female","Yes",47,"No","Lawyer",0,"Low",1,4
"3723","Male","Yes",37,"Yes","Healthcare",1,"Average",2,3
"3724","Male","No",20,"No","Healthcare",1,"Low",4,6
"3726","Female","No",28,"Yes","Doctor",1,"Low",3,5
"3728","Male","No",25,"Yes","Doctor",8,"Low",5,5
"3730","Female","Yes",32,"Yes","Homemaker",0,"Low",3,1
"3731","Female","No",18,"No","Entertainment",1,"Low",7,5
"3732","Male","Yes",79,"No","Lawyer",1,"Low",1,4
"3733","Female","No",36,"Yes","Entertainment",7,"Low",5,5
"3734","Female","No",49,"Yes","Artist",0,"Low",1,5
"3735","Male","Yes",49,"Yes","Entertainment",0,"Low",4,5
"3736","Female","Yes",45,"Yes","Artist",1,"Average",4,3
"3737","Male","No",28,"Yes","Doctor",1,"Low",3,5
"3739","Female","No",41,"Yes","Artist",1,"Low",1,5
"3740","Female","Yes",37,"Yes","Artist",3,"Average",3,3
"3741","Female","Yes",36,"Yes","Artist",1,"Average",3,3
"3742","Male","Yes",45,"Yes","Artist",4,"Average",2,3
"3744","Male","No",40,"Yes","Artist",7,"Low",1,5
"3745","Female","No",29,"Yes","Healthcare",1,"Low",3,6
"3747","Female","Yes",73,"No","Lawyer",1,"High",3,4
"3748","Male","No",28,"No","Doctor",4,"Low",1,5
"3749","Male","No",53,"Yes","Artist",2,"Low",1,5
"3751","Female","No",19,"No","Healthcare",5,"Low",5,6
"3752","Female","Yes",52,"Yes","Artist",0,"Average",2,3
"3753","Female","No",31,"Yes","Healthcare",9,"Low",3,6
"3754","Male","No",35,"Yes","Artist",2,"Low",2,5
"3756","Male","Yes",68,"No","Executive",1,"High",2,2
"3757","Female","Yes",42,"Yes","Artist",2,"Average",2,3
"3759","Male","Yes",25,"No","Executive",1,"High",3,2
"3760","Male","No",37,"Yes","Entertainment",7,"Low",1,5
"3762","Male","No",21,"No","Healthcare",1,"Low",6,6
"3763","Male","Yes",28,"Yes","Artist",0,"Average",3,3
"3764","Female","Yes",50,"Yes","Artist",1,"High",8,5
"3765","Female","No",46,"No","Doctor",0,"Low",2,5
"3766","Male","No",19,"No","Executive",13,"Low",3,2
"3767","Male","Yes",37,"Yes","Artist",1,"Average",2,3
"3768","Male","No",28,"Yes","Healthcare",14,"Low",1,6
"3769","Male","Yes",71,"No","Lawyer",0,"Low",1,4
"3770","Female","Yes",66,"No","Marketing",0,"High",2,5
"3771","Female","Yes",57,"Yes","Homemaker",9,"Average",2,1
"3772","Female","Yes",86,"Yes","Lawyer",1,"Low",2,4
"3773","Female","Yes",40,"Yes","Artist",0,"Average",2,3
"3774","Female","No",49,"Yes","Healthcare",8,"Low",1,6
"3775","Male","Yes",41,"No","Artist",2,"Average",3,3
"3776","Female","Yes",42,"No","Engineer",0,"Low",4,1
"3778","Female","Yes",80,"Yes","Artist",6,"Average",2,3
"3780","Male","Yes",38,"Yes","Artist",1,"Average",4,3
"3781","Female","Yes",74,"Yes","Lawyer",1,"High",2,4
"3782","Female","No",30,"No","Doctor",9,"Low",5,5
"3783","Female","No",20,"No","Healthcare",4,"Low",4,6
"3784","Female","No",43,"Yes","Artist",1,"Low",1,5
"3785","Male","No",32,"Yes","Doctor",7,"Low",4,5
"3786","Male","Yes",53,"Yes","Executive",1,"High",3,2
"3787","Female","No",23,"No","Healthcare",2,"Low",6,6
"3788","Male","Yes",52,"No","Artist",7,"Low",1,5
"3789","Female","Yes",45,"Yes","Artist",4,"Average",4,3
"3791","Male","Yes",63,"No","Entertainment",0,"Average",5,3
"3793","Male","Yes",35,"No","Marketing",0,"Low",3,5
"3794","Male","No",39,"Yes","Artist",8,"Low",3,5
"3795","Male","Yes",37,"Yes","Healthcare",0,"Low",7,6
"3797","Female","Yes",47,"No","Engineer",10,"Low",2,1
"3798","Male","Yes",65,"Yes","Lawyer",1,"High",2,4
"3799","Male","No",25,"No","Healthcare",1,"Low",5,6
"3800","Male","No",40,"Yes","Artist",9,"Low",3,5
"3801","Male","No",27,"Yes","Executive",0,"Low",6,2
"3802","Male","No",19,"No","Healthcare",0,"Low",3,6
"3804","Female","Yes",56,"Yes","Artist",0,"Average",2,3
"3805","Male","No",53,"Yes","Artist",1,"Low",2,5
"3806","Female","Yes",39,"Yes","Artist",0,"Low",1,5
"3807","Male","Yes",55,"Yes","Entertainment",0,"Average",4,3
"3808","Male","Yes",65,"Yes","Lawyer",0,"Low",2,4
"3809","Female","No",26,"Yes","Engineer",0,"Low",6,1
"3810","Female","No",28,"Yes","Healthcare",1,"Low",3,6
"3812","Male","No",40,"No","Entertainment",5,"Low",1,5
"3813","Male","Yes",42,"No","Executive",1,"Average",4,2
"3814","Male","Yes",37,"Yes","Entertainment",1,"Low",4,5
"3815","Female","No",22,"No","Healthcare",0,"Low",5,6
"3816","Female","Yes",33,"No","Healthcare",0,"Low",5,6
"3817","Male","Yes",28,"No","Executive",0,"Average",3,2
"3819","Female","No",32,"Yes","Healthcare",1,"Low",3,6
"3820","Female","Yes",33,"Yes","Healthcare",2,"High",1,6
"3822","Male","Yes",36,"Yes","Entertainment",5,"Low",2,5
"3823","Female","No",27,"No","Homemaker",8,"Low",1,1
"3824","Male","No",18,"No","Healthcare",0,"Low",3,6
"3826","Female","No",59,"Yes","Artist",0,"Low",2,5
"3827","Male","Yes",53,"Yes","Executive",0,"High",3,2
"3829","Male","No",20,"No","Healthcare",1,"Low",2,6
"3830","Female","No",40,"Yes","Doctor",7,"Low",1,5
"3831","Male","Yes",37,"Yes","Executive",9,"High",2,2
"3832","Male","Yes",31,"No","Doctor",8,"Low",2,5
"3834","Male","Yes",35,"Yes","Executive",0,"High",4,2
"3835","Male","Yes",35,"Yes","Entertainment",0,"Low",2,5
"3836","Female","No",39,"Yes","Artist",5,"Low",3,5
"3837","Male","Yes",79,"Yes","Lawyer",2,"Low",1,4
"3838","Male","Yes",42,"Yes","Artist",8,"Average",2,3
"3839","Male","Yes",42,"No","Engineer",1,"Average",3,1
"3840","Female","No",32,"No","Engineer",9,"Low",4,1
"3841","Female","Yes",52,"Yes","Engineer",1,"Average",3,1
"3842","Male","Yes",59,"Yes","Artist",1,"High",2,5
"3843","Male","Yes",51,"Yes","Executive",4,"High",3,2
"3844","Female","No",32,"Yes","Healthcare",0,"Low",1,6
"3845","Male","Yes",49,"Yes","Artist",1,"Low",1,5
"3846","Female","No",40,"No","Doctor",1,"Low",2,5
"3847","Female","No",61,"Yes","Entertainment",3,"Low",1,5
"3848","Female","Yes",86,"No","Lawyer",8,"High",2,4
"3849","Female","Yes",29,"Yes","Artist",10,"Low",2,5
"3850","Male","No",46,"No","Marketing",1,"Low",4,5
"3851","Male","No",28,"Yes","Artist",8,"Low",3,5
"3852","Female","No",53,"Yes","Engineer",1,"Low",1,1
"3854","Male","No",32,"No","Entertainment",0,"Low",6,5
"3855","Female","No",31,"No","Healthcare",6,"Low",3,6
"3856","Male","No",25,"No","Doctor",9,"Low",4,5
"3858","Female","Yes",38,"Yes","Doctor",0,"Average",2,3
"3859","Female","Yes",43,"Yes","Artist",0,"Average",2,3
"3860","Male","No",20,"No","Healthcare",1,"Low",2,6
"3861","Male","Yes",33,"Yes","Entertainment",1,"Low",2,5
"3864","Male","Yes",38,"Yes","Artist",5,"Low",7,5
"3866","Male","No",27,"No","Healthcare",1,"Low",4,6
"3867","Male","Yes",35,"No","Entertainment",0,"Average",5,3
"3868","Female","Yes",36,"No","Engineer",0,"Low",3,1
"3869","Female","No",20,"No","Marketing",7,"Low",2,5
"3870","Female","Yes",53,"Yes","Marketing",6,"Low",1,5
"3872","Female","No",32,"Yes","Engineer",0,"Low",2,1
"3873","Male","Yes",55,"Yes","Entertainment",1,"Average",3,3
"3874","Male","Yes",37,"Yes","Entertainment",0,"Average",2,3
"3876","Male","No",43,"Yes","Healthcare",1,"Low",7,6
"3878","Female","No",40,"Yes","Entertainment",0,"Low",1,5
"3879","Female","Yes",87,"No","Lawyer",1,"Low",1,4
"3880","Male","Yes",86,"No","Lawyer",13,"Low",1,4
"3881","Female","No",42,"Yes","Engineer",11,"Low",1,1
"3882","Male","No",37,"Yes","Artist",0,"Low",1,5
"3884","Male","No",19,"No","Doctor",0,"Low",4,5
"3885","Male","Yes",42,"No","Artist",7,"Average",5,3
"3886","Male","Yes",33,"No","Doctor",0,"Low",4,5
"3887","Male","Yes",41,"Yes","Artist",8,"Low",2,5
"3890","Male","No",22,"No","Healthcare",10,"Low",4,6
"3891","Female","No",32,"Yes","Artist",1,"Low",2,5
"3892","Male","Yes",83,"Yes","Executive",0,"High",3,2
"3893","Male","Yes",50,"Yes","Artist",1,"Average",3,3
"3894","Female","No",30,"Yes","Healthcare",4,"Low",4,6
"3896","Male","No",27,"No","Artist",9,"Low",8,6
"3897","Female","No",35,"Yes","Artist",8,"Low",1,5
"3898","Male","No",23,"No","Healthcare",1,"Low",2,6
"3899","Male","Yes",56,"Yes","Artist",0,"Average",3,3
"3901","Female","No",25,"No","Doctor",1,"Low",3,5
"3903","Female","No",27,"No","Homemaker",14,"Low",1,1
"3904","Male","Yes",43,"Yes","Doctor",3,"Average",2,3
"3905","Male","Yes",40,"Yes","Artist",1,"Average",5,3
"3907","Female","Yes",45,"No","Artist",4,"Average",4,3
"3908","Female","Yes",82,"No","Lawyer",0,"High",2,4
"3909","Female","No",28,"Yes","Artist",1,"Low",1,5
"3910","Female","Yes",63,"Yes","Artist",0,"High",4,5
"3911","Female","No",35,"Yes","Artist",13,"Low",2,5
"3912","Female","Yes",89,"No","Lawyer",1,"High",2,4
"3915","Male","Yes",46,"No","Artist",3,"Average",2,3
"3916","Male","No",25,"Yes","Marketing",8,"Low",3,5
"3918","Male","Yes",49,"Yes","Artist",2,"Average",4,3
"3919","Female","Yes",47,"Yes","Artist",1,"Low",2,5
"3920","Male","Yes",30,"Yes","Artist",0,"Average",2,3
"3921","Female","Yes",40,"Yes","Doctor",0,"Low",1,5
"3922","Male","Yes",39,"Yes","Healthcare",7,"Average",5,3
"3923","Male","Yes",61,"Yes","Artist",1,"Average",5,3
"3924","Female","No",28,"No","Engineer",1,"Low",4,1
"3925","Male","No",18,"No","Healthcare",0,"Low",3,6
"3926","Female","Yes",55,"Yes","Artist",0,"Average",4,3
"3927","Male","No",39,"No","Engineer",5,"Low",2,1
"3929","Female","No",29,"Yes","Doctor",10,"Low",5,5
"3930","Male","Yes",66,"No","Engineer",1,"Low",2,1
"3931","Female","No",46,"Yes","Engineer",1,"Low",1,1
"3932","Female","Yes",52,"Yes","Artist",0,"Average",3,3
"3933","Female","No",23,"No","Healthcare",0,"Low",4,6
"3934","Female","Yes",84,"No","Lawyer",1,"High",2,4
"3935","Female","No",27,"No","Healthcare",5,"Low",3,6
"3936","Female","Yes",37,"Yes","Artist",1,"Average",3,3
"3937","Female","No",46,"No","Homemaker",9,"Low",1,1
"3938","Female","No",22,"No","Healthcare",0,"Low",3,6
"3939","Male","Yes",42,"Yes","Artist",0,"Average",2,3
"3940","Female","Yes",35,"Yes","Artist",1,"Low",2,5
"3941","Male","Yes",39,"No","Executive",5,"High",3,2
"3942","Female","No",27,"Yes","Healthcare",0,"Low",4,6
"3943","Male","Yes",65,"No","Engineer",1,"High",2,1
"3944","Female","Yes",39,"Yes","Artist",0,"Average",3,3
"3946","Male","No",31,"Yes","Artist",4,"Low",4,5
"3947","Female","Yes",48,"No","Engineer",1,"Average",6,1
"3948","Female","Yes",58,"Yes","Artist",1,"Average",2,3
"3950","Female","Yes",40,"Yes","Engineer",12,"Average",3,1
"3951","Male","No",26,"No","Doctor",2,"Low",4,5
"3952","Male","No",35,"Yes","Artist",0,"Low",1,5
"3953","Female","No",43,"Yes","Healthcare",8,"Low",1,6
"3954","Male","No",49,"Yes","Doctor",5,"Low",1,5
"3955","Male","Yes",26,"No","Artist",7,"Low",4,5
"3958","Female","Yes",49,"Yes","Artist",2,"Average",2,3
"3959","Male","No",19,"No","Healthcare",1,"Low",8,6
"3960","Male","No",39,"Yes","Artist",2,"Low",3,5
"3961","Male","Yes",37,"Yes","Executive",0,"High",4,2
"3962","Male","No",41,"Yes","Doctor",0,"Low",1,5
"3963","Female","No",26,"Yes","Homemaker",8,"Low",2,1
"3964","Female","Yes",38,"No","Doctor",1,"Average",3,3
"3965","Male","Yes",35,"Yes","Artist",0,"Low",3,5
"3966","Male","Yes",49,"Yes","Artist",0,"Average",2,3
"3968","Female","No",38,"No","Doctor",0,"Low",1,5
"3970","Male","Yes",70,"No","Executive",1,"High",2,2
"3971","Male","No",21,"No","Doctor",9,"Low",3,5
"3972","Male","Yes",58,"Yes","Artist",8,"Low",1,5
"3973","Female","No",28,"No","Artist",5,"Low",5,5
"3974","Male","Yes",57,"No","Executive",0,"Low",1,2
"3975","Male","Yes",37,"Yes","Artist",1,"Average",2,3
"3976","Female","Yes",52,"No","Marketing",1,"High",3,5
"3977","Female","Yes",35,"No","Engineer",0,"Average",5,1
"3978","Female","Yes",30,"Yes","Doctor",4,"Low",2,5
"3979","Male","Yes",35,"Yes","Artist",0,"Average",2,3
"3980","Female","No",31,"Yes","Artist",14,"Low",3,5
"3981","Male","Yes",37,"Yes","Doctor",0,"Average",2,3
"3982","Male","Yes",71,"Yes","Executive",0,"High",2,2
"3983","Male","Yes",66,"Yes","Healthcare",0,"Low",1,5
"3984","Female","Yes",25,"Yes","Homemaker",9,"Average",2,1
"3985","Male","No",26,"Yes","Artist",0,"Low",4,5
"3986","Female","No",31,"No","Healthcare",8,"Low",4,6
"3987","Male","Yes",67,"Yes","Artist",0,"Average",6,3
"3988","Female","Yes",51,"Yes","Artist",1,"Average",5,3
"3989","Female","No",39,"Yes","Artist",7,"Low",1,5
"3990","Female","Yes",60,"Yes","Artist",2,"Average",2,3
"3992","Male","Yes",36,"Yes","Doctor",9,"Average",2,3
"3994","Female","No",30,"No","Engineer",0,"Low",1,1
"3997","Female","Yes",60,"Yes","Artist",1,"Low",2,5
"3998","Female","Yes",40,"Yes","Artist",6,"Average",2,3
"3999","Female","Yes",83,"No","Lawyer",0,"High",2,4
"4001","Male","Yes",33,"No","Doctor",0,"Average",5,3
"4002","Male","Yes",43,"Yes","Entertainment",1,"Average",4,3
"4003","Male","Yes",71,"No","Lawyer",0,"Low",5,4
"4004","Male","Yes",50,"Yes","Executive",1,"High",5,2
"4005","Male","Yes",57,"Yes","Artist",1,"Average",2,3
"4006","Male","Yes",35,"Yes","Artist",2,"Average",2,3
"4007","Female","Yes",66,"Yes","Artist",0,"High",3,5
"4008","Female","Yes",46,"Yes","Artist",0,"Low",1,5
"4009","Male","No",26,"No","Healthcare",1,"Low",1,6
"4010","Male","No",21,"No","Healthcare",1,"Low",3,6
"4011","Female","No",42,"Yes","Artist",8,"Low",2,5
"4012","Female","Yes",40,"Yes","Entertainment",1,"Low",2,5
"4013","Male","No",27,"No","Doctor",0,"Low",4,5
"4014","Female","Yes",37,"Yes","Artist",2,"Low",2,5
"4016","Male","No",35,"Yes","Artist",9,"Low",3,5
"4017","Male","No",28,"Yes","Healthcare",0,"Low",1,6
"4018","Male","No",27,"No","Entertainment",6,"Low",2,5
"4019","Female","Yes",81,"Yes","Lawyer",1,"Low",1,4
"4020","Male","No",25,"Yes","Doctor",0,"Low",2,5
"4021","Male","Yes",72,"Yes","Executive",1,"High",2,2
"4022","Female","No",33,"Yes","Doctor",0,"Low",5,5
"4023","Male","Yes",40,"Yes","Engineer",7,"Low",2,1
"4024","Male","No",52,"Yes","Artist",3,"Low",1,5
"4025","Male","No",23,"No","Healthcare",0,"Low",4,6
"4026","Female","Yes",48,"Yes","Artist",2,"Average",4,3
"4027","Female","No",31,"No","Healthcare",0,"Low",4,6
"4028","Female","No",35,"Yes","Artist",1,"Low",1,5
"4029","Female","No",63,"No","Entertainment",0,"Low",1,5
"4032","Female","Yes",37,"Yes","Artist",7,"Average",2,3
"4033","Female","Yes",67,"Yes","Artist",9,"Low",3,5
"4034","Female","No",37,"Yes","Healthcare",1,"Low",1,6
"4035","Male","No",22,"No","Healthcare",7,"Low",4,6
"4036","Female","Yes",46,"Yes","Entertainment",4,"Low",3,5
"4037","Male","Yes",41,"Yes","Artist",6,"Average",2,3
"4038","Female","No",59,"Yes","Entertainment",1,"Low",2,5
"4040","Male","Yes",84,"Yes","Lawyer",0,"Low",3,4
"4042","Male","Yes",50,"Yes","Artist",1,"Low",3,5
"4044","Female","Yes",74,"Yes","Lawyer",12,"High",2,4
"4045","Male","No",48,"Yes","Entertainment",0,"Low",3,5
"4046","Male","Yes",47,"Yes","Entertainment",1,"Average",4,3
"4047","Female","Yes",45,"Yes","Engineer",0,"High",5,1
"4049","Male","Yes",53,"Yes","Healthcare",0,"High",4,6
"4050","Female","No",29,"Yes","Artist",8,"Low",1,5
"4051","Male","No",19,"No","Healthcare",0,"Low",3,6
"4052","Female","No",50,"Yes","Engineer",1,"Low",5,1
"4053","Female","No",42,"Yes","Artist",0,"Low",1,5
"4054","Male","No",29,"Yes","Entertainment",8,"Low",4,5
"4056","Male","No",18,"No","Entertainment",1,"Low",4,5
"4057","Male","Yes",46,"No","Engineer",0,"Average",3,1
"4059","Male","Yes",72,"Yes","Artist",0,"Average",2,3
"4060","Male","Yes",66,"Yes","Lawyer",1,"High",2,4
"4062","Female","Yes",41,"No","Marketing",8,"Low",2,5
"4063","Male","Yes",82,"No","Lawyer",1,"High",3,4
"4064","Male","Yes",43,"No","Artist",0,"Average",2,3
"4065","Male","Yes",53,"Yes","Artist",0,"Low",1,5
"4066","Male","No",29,"No","Healthcare",0,"Low",3,6
"4067","Female","Yes",53,"Yes","Artist",0,"Average",3,3
"4068","Female","Yes",87,"Yes","Artist",1,"High",2,5
"4069","Male","Yes",62,"Yes","Entertainment",0,"Average",4,3
"4070","Male","Yes",43,"Yes","Artist",1,"High",3,5
"4071","Male","No",36,"No","Entertainment",8,"Low",2,5
"4072","Female","No",30,"Yes","Doctor",0,"Low",3,5
"4073","Female","No",37,"No","Homemaker",8,"Low",1,1
"4074","Female","Yes",59,"Yes","Artist",0,"Average",4,3
"4075","Female","Yes",35,"Yes","Artist",8,"High",5,5
"4076","Male","Yes",39,"No","Artist",7,"Average",3,3
"4077","Female","No",19,"No","Healthcare",0,"Low",5,6
"4079","Female","Yes",40,"Yes","Homemaker",10,"Average",2,1
"4081","Male","Yes",43,"No","Marketing",3,"High",4,5
"4082","Male","Yes",43,"No","Artist",6,"Low",2,5
"4083","Male","Yes",29,"Yes","Artist",9,"Average",2,3
"4084","Female","No",27,"Yes","Healthcare",1,"Low",2,6
"4085","Female","No",23,"No","Healthcare",6,"Low",3,6
"4086","Male","Yes",42,"Yes","Artist",8,"High",4,5
"4087","Male","No",65,"Yes","Executive",9,"Low",3,2
"4088","Male","Yes",57,"Yes","Executive",1,"Average",5,2
"4089","Female","Yes",46,"Yes","Artist",0,"Average",2,3
"4090","Male","Yes",30,"Yes","Doctor",0,"Low",3,5
"4091","Male","Yes",51,"Yes","Artist",0,"Average",4,3
"4092","Male","Yes",39,"Yes","Artist",10,"Low",2,5
"4093","Female","No",41,"Yes","Artist",1,"Low",1,5
"4094","Male","No",29,"No","Marketing",9,"Low",4,5
"4095","Male","Yes",76,"Yes","Lawyer",0,"Low",2,4
"4097","Male","No",23,"No","Healthcare",8,"Low",4,6
"4098","Female","Yes",33,"Yes","Marketing",8,"High",2,5
"4099","Female","No",43,"Yes","Engineer",3,"Low",2,1
"4100","Male","Yes",35,"Yes","Artist",1,"Average",4,3
"4101","Male","Yes",32,"No","Doctor",0,"Low",2,5
"4102","Male","Yes",65,"Yes","Entertainment",1,"Low",1,5
"4103","Male","Yes",49,"No","Doctor",1,"Low",2,5
"4104","Female","Yes",48,"Yes","Homemaker",1,"Low",4,1
"4105","Female","Yes",39,"Yes","Healthcare",8,"Average",2,3
"4106","Male","No",27,"Yes","Artist",1,"Low",3,5
"4108","Male","Yes",76,"No","Entertainment",0,"Low",1,5
"4109","Male","Yes",35,"Yes","Artist",9,"Average",2,3
"4110","Male","Yes",35,"Yes","Artist",8,"Low",4,5
"4111","Female","Yes",48,"No","Doctor",4,"Low",1,5
"4112","Male","No",23,"No","Healthcare",0,"Low",3,6
"4113","Female","Yes",42,"Yes","Artist",5,"Low",1,5
"4114","Male","Yes",41,"Yes","Artist",0,"High",3,5
"4116","Male","Yes",36,"Yes","Artist",0,"Average",2,3
"4117","Male","Yes",60,"Yes","Entertainment",0,"Low",2,5
"4118","Female","Yes",46,"Yes","Artist",1,"Average",3,3
"4120","Female","No",20,"No","Healthcare",8,"Low",4,6
"4121","Female","No",31,"No","Healthcare",0,"Low",4,6
"4122","Male","No",26,"No","Doctor",0,"Low",2,5
"4123","Male","Yes",28,"No","Artist",1,"Low",2,5
"4124","Female","No",18,"No","Healthcare",7,"Low",6,6
"4125","Female","No",30,"No","Healthcare",7,"Low",6,6
"4126","Female","No",39,"Yes","Entertainment",11,"Low",1,5
"4127","Male","Yes",74,"Yes","Entertainment",1,"Average",2,3
"4128","Female","No",52,"Yes","Artist",9,"Low",1,5
"4131","Male","Yes",55,"Yes","Executive",9,"High",2,2
"4132","Male","No",31,"Yes","Healthcare",0,"Low",4,6
"4133","Female","No",41,"Yes","Artist",0,"Low",4,5
"4134","Male","Yes",59,"Yes","Artist",1,"Average",4,3
"4135","Female","Yes",39,"Yes","Homemaker",8,"High",2,1
"4137","Male","Yes",79,"No","Lawyer",9,"Low",3,4
"4139","Male","No",26,"No","Doctor",1,"Low",1,5
"4140","Female","Yes",88,"No","Lawyer",0,"High",2,4
"4141","Female","Yes",66,"Yes","Engineer",0,"Average",3,1
"4143","Male","No",26,"Yes","Entertainment",7,"Low",5,5
"4144","Female","No",41,"Yes","Artist",1,"Low",1,5
"4145","Female","Yes",36,"No","Engineer",4,"High",3,1
"4146","Female","No",38,"Yes","Engineer",3,"Low",1,1
"4147","Male","Yes",81,"No","Executive",0,"Low",1,2
"4148","Female","No",25,"No","Engineer",5,"Low",3,1
"4150","Male","No",32,"No","Healthcare",0,"Low",5,6
"4151","Male","No",28,"Yes","Healthcare",9,"Low",1,6
"4152","Male","No",29,"No","Entertainment",1,"Low",4,5
"4153","Female","No",28,"No","Healthcare",7,"Low",4,6
"4154","Male","No",26,"Yes","Healthcare",8,"Low",5,6
"4155","Male","Yes",47,"Yes","Entertainment",1,"Average",4,3
"4156","Female","Yes",50,"Yes","Doctor",1,"Low",2,5
"4157","Male","Yes",70,"Yes","Lawyer",1,"Low",2,4
"4159","Male","No",39,"No","Artist",1,"Low",1,5
"4160","Male","Yes",60,"Yes","Artist",0,"Average",2,3
"4161","Male","Yes",63,"Yes","Entertainment",0,"Average",3,3
"4162","Female","Yes",68,"No","Lawyer",1,"Low",2,4
"4163","Male","Yes",47,"Yes","Artist",0,"Low",1,5
"4164","Male","Yes",40,"Yes","Artist",1,"Low",2,5
"4165","Male","Yes",46,"No","Artist",1,"High",3,5
"4166","Male","Yes",42,"Yes","Artist",6,"Low",3,5
"4167","Female","Yes",48,"Yes","Artist",0,"Average",5,3
"4168","Female","No",53,"No","Lawyer",1,"Low",3,4
"4169","Male","Yes",65,"Yes","Entertainment",0,"Average",2,3
"4170","Male","No",26,"No","Doctor",0,"Low",4,5
"4171","Male","No",35,"Yes","Doctor",0,"Low",1,5
"4172","Female","No",27,"Yes","Healthcare",0,"Low",4,6
"4173","Female","Yes",86,"No","Lawyer",0,"High",2,4
"4174","Female","No",30,"Yes","Doctor",1,"Low",4,5
"4175","Male","Yes",43,"No","Executive",8,"Low",3,2
"4176","Female","Yes",38,"Yes","Artist",4,"Low",1,5
"4177","Female","Yes",66,"Yes","Lawyer",1,"High",2,4
"4178","Female","Yes",74,"Yes","Doctor",1,"Low",2,5
"4180","Male","Yes",89,"No","Lawyer",0,"Low",1,4
"4181","Male","No",30,"Yes","Doctor",10,"Low",4,5
"4182","Male","Yes",33,"No","Executive",0,"High",5,2
